id,title,description,difficulty,category,domain,constraints,example_prompt,expected_outcome,base_points,is_premium,course_name,course_id,total_attempts,success_rate,tags,company_context,created_date
"69692104fcd6ec0c9759e683","Designing a User-Centric Enterprise Application","Your task is to create a user experience design for a hypothetical enterprise application that integrates project management, HR, and finance modules. Focus on scalability and integration while ensuring that the user experience is intuitive and seamless for employees across different departments. You will need to present user personas, user journey maps, and wireframes to illustrate your design choices clearly.","hard","user_experience",,"1. The application must serve at least three distinct user personas. 2. Include at least two user journey maps illustrating how users will navigate through different modules. 3. Provide wireframes for key screens of the application. 4. Consider and explain how scalability and integration challenges have been addressed in your design.","Design the user experience for a mobile-first enterprise budgeting tool that allows employees to submit expenses, review budgets, and track financial performance in real-time. Include at least two user personas, user journey flows, and wireframes for critical interfaces such as dashboard, expense submission, and budget review sections.","A comprehensive design presentation including user personas, user journey maps, wireframes, and a narrative explaining the design choices and how they address scalability and integration needs.",300,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:52.872000"
"696920fe7750acd74005ad0e","Designing a Scalable Integration Architecture for a Multi-Channel E-Commerce Platform","In this challenge, you will design an integration architecture for a multi-channel e-commerce platform that needs to connect various systems including inventory management, payment gateways, and customer relationship management. Your solution should ensure scalability, enable real-time data synchronization, and provide a seamless user experience across all channels.","intermediate","integration",,"Include at least three different integration patterns (e.g., API management, event-driven architecture, and ETL processes). Provide a diagram illustrating the architecture, and describe how your design supports scalability and integration for future business needs.","Create an integration architecture for a hypothetical e-commerce platform that interfaces with an inventory system, a payment processor, and a CRM. Include the integration patterns you chose and explain your reasoning.","A comprehensive architecture diagram that showcases the integration points between systems, alongside a written explanation detailing the chosen patterns, their benefits, and how they contribute to a robust enterprise solution.",200,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:46.245000"
"696920f8597db5b7e758869c","Integrate Microservices for a Retail Enterprise","Design a comprehensive solution architecture for a retail enterprise that requires integration of multiple microservices. Your architecture should focus on maintaining scalability, fault tolerance, and seamless integration between services such as inventory management, user authentication, and payment processing. Provide a detailed diagram and a brief explanation of how each component communicates and scales under high load.","expert","solution_design",,"Include at least five microservices, use modern APIs (RESTful or GraphQL), ensure data consistency across services, and describe the deployment architecture.","Create a detailed architecture diagram for a retail platform with microservices for user management, product catalog, shopping cart, order processing, and payment gateway. Explain how you would handle transactions and user sessions across these services.","A well-structured solution architecture diagram that clearly illustrates the relationships and workflows among the microservices, along with a concise narrative detailing the integration strategies and technologies used.",400,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:40.174000"
"696920f0d8b44ebe11b3306c","Design a Scalable E-Commerce Solution Architecture","Students are tasked with designing a scalable architecture for an e-commerce solution that can handle varying traffic loads during peak shopping seasons. The solution must incorporate microservices, API gateways, and a database strategy that ensures high availability and consistent user experience. Students should also consider integration with third-party payment systems and address security concerns throughout the architecture.","hard","architecture",,"Design must utilize at least three different architectural patterns, detail data flow between components, and provide risk mitigation strategies for potential bottlenecks or failures. All diagrams should be created using standardized notation such as UML or C4 model.","Design an architecture for an online retail platform. Your solution should support sudden spikes in traffic, allow for independent scaling of services, and integrate with external services like payment processors and inventory management systems.","A detailed architecture diagram showcasing microservices, database solutions, and integration points with external services, along with a written report summarizing the design decisions, scalability strategies, and risk management approaches.",300,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:32.301000"
"696920e98864da1a50b8fd83","Scalable System Design for E-Commerce Platform","Design a scalable solution architecture for a hypothetical e-commerce platform that anticipates spikes in user traffic during holiday sales. Students must consider load balancing, database sharding, and flexible microservices to handle increased demand while maintaining performance and user experience.","intermediate","scalability",,"The solution must include at least three distinct architecture components and demonstrate how they integrate. Include a brief explanation of how each component contributes to scalability. Use diagrams to illustrate your architecture design.","Design an architecture for an e-commerce site that can handle peak traffic of up to 1 million users per day, ensuring minimal latency and downtime. Consider cloud service options, load balancers, and database solutions.","A structured architecture diagram for the e-commerce platform outlining key components, along with a written explanation of how each component ensures scalability, performance, and user satisfaction during high traffic periods.",200,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:25.940000"
"696920e3549dde9ab04925df","Design an Enterprise User Experience for a Multi-Platform Solution","In this challenge, you are tasked with designing a seamless user experience for an enterprise-level application that operates across web, mobile, and desktop platforms. Consider the diverse user roles, accessibility requirements, and the need for integration with existing enterprise systems. Create user flows, wireframes, and a summary of UX design principles that ensure a consistent experience across all platforms.","expert","user_experience",,"Your solution must include user stories for at least three distinct user roles, wireframes for two key screens per platform (web, mobile, desktop), and a documented rationale for your design choices based on usability principles. You also need to justify how your design accommodates scalability and integration with backend systems.","Create a wireframe for a task management application that serves project managers, team members, and external stakeholders. Ensure the user experience is coherent across platforms and includes critical functionalities like task assignment, notifications, and performance tracking.","The AI should produce wireframes, user flows, and a UX principles summary that aligns with enterprise solution design, addressing user needs across multiple platforms while ensuring scalability and integration.",400,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:19.860000"
"696920dba2c874d8c4d2a28e","Designing an Integration Strategy for a Multi-Cloud Environment","In this challenge, you will create a comprehensive integration strategy for an enterprise that operates across multiple cloud platforms (e.g., AWS, Azure, Google Cloud). Your task is to outline how you would architect the integration of various services while ensuring data consistency, security, and compliance with industry standards. Consider using integration patterns such as APIs, message brokers, and event-driven architecture in your design.","hard","integration",,"Your solution must include at least three different integration patterns, a risk management plan, and compliance considerations for data handling across cloud services.","Design an integration solution for an e-commerce platform that uses AWS for its backend, Azure for analytics, and Google Cloud for customer relationship management. Focus on how data flows between these services securely and efficiently.","A detailed integration strategy document that includes architectural diagrams, integration patterns chosen, risk assessments, and compliance checklists for the multi-cloud environment.",300,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:11.547000"
"696920d5df9c063ca716337a","Design an Integrated Enterprise Solution for a Retail Business","You are tasked with creating an enterprise solution for a retail business that requires a new inventory management and sales tracking system. Your solution must integrate with existing customer relationship management (CRM) and e-commerce systems while ensuring scalability for future growth and seamless user experience across platforms.","intermediate","solution_design",,"Your design must include a high-level architecture diagram, a list of technologies you recommend (including justifications), and a brief outline of how the solution addresses scalability, integration challenges, and user experience considerations.","Design an integrated solution for a retail company that currently manages inventory manually and wants to automate the process while tracking sales through multiple channels. Ensure the solution can accommodate future integrations with new services and platforms.","A comprehensive enterprise solution design that includes an architecture diagram, technology stack recommendations, and a strategic explanation of how the design meets the business needs, emphasizing scalability, integration, and user experience improvements.",200,true,"Enterprise Solution Design","696920cedd6bbbf23349fa59",0,0,"ai-generated; course-specific; enterprise-solution-design",,"2026-01-15T17:16:05.277000"
"696920567a2950068498d5f0","Design a User-Centric Product Solution","In this challenge, you will identify a specific technical problem faced by a target user group. You will then create a detailed product design proposal that includes user personas, journey mapping, and a technical solution that effectively addresses the identified problem. Apply problem-solving strategies learned in the course to validate your design choices.","intermediate","product_design",,"The proposal must include at least two user personas and one user journey map. Solutions must be actionable and include technology considerations. The entire proposal should not exceed 1500 words.","Identify a technical challenge faced by remote workers. Develop user personas for two different types of remote workers and create a product design proposal that outlines a solution to improve their productivity.","Students should produce a comprehensive product design proposal that articulates the user needs, the proposed technical solution, and the rationale behind their design choices, demonstrating their ability to apply technical problem-solving skills.",200,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:58.801000"
"69692050cc7d04d4dcc171a5","Automating a Simple Task with Python","In this challenge, you will create a Python script that automates the task of renaming multiple files in a specified directory. Your script should take a target directory and a naming pattern as inputs and rename all files in that directory to follow the specified pattern, demonstrating your ability to effectively automate a repetitive task.","beginner","automation",,"You must use Python and avoid using external libraries. The naming pattern should include a prefix, a number, and the original file extension. For example, if the directory contains 'image1.jpg' and 'image2.png', and the prefix is 'photo_', the renamed files should be 'photo_1.jpg' and 'photo_2.png'.","Write a Python script that renames all .txt files in the directory '/documents' to follow the pattern 'note_#.txt' where # is a sequential number starting from 1.","The AI should produce a Python script that correctly renames the files based on the specified criteria and provides output indicating the files that were renamed and their new names.",100,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:52.986000"
"69692049dd6bbbf23349f9f1","Dynamic Resource Allocation Algorithm","Create an algorithm that dynamically allocates resources (CPU, memory) among different processes based on their current resource usage and system load. The algorithm should efficiently balance the load while ensuring that high-priority processes receive the necessary resources to run smoothly. Students will need to analyze the resource usage patterns to optimize the allocation strategy effectively.","hard","coding",,"The solution must be implemented in Python, handle at least 5 different processes, and be able to run for a simulated 60 seconds of system activity. A scoring mechanism should be included to determine how efficiently resources are allocated based on system load at any given time.","Implement a class `ResourceAllocator` with a method `allocate_resources` that takes a list of processes and a current system load as input, then returns the allocation of resources for each process. Simulate resource usage and optimize allocations over time.","A Python script that defines the `ResourceAllocator` class demonstrating effective resource allocation and includes comments explaining the thought process behind the implementation. The output should include a log of resource allocation over time, showing how the algorithm adapts to changing load conditions.",300,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:45.469000"
"69692040abc6295e80defdba","Root Cause Analysis Simulation","Students will analyze a simulated technical problem involving a software application that intermittently fails. They will identify the issue by reviewing logs and user feedback, formulate hypotheses, conduct a root cause analysis, and propose a solution based on their findings. The challenge emphasizes critical reasoning and systematic problem-solving in a technical context.","intermediate","reasoning",,"Students must consider at least three potential causes, justify their analysis and chosen solution, and outline steps for implementation. The analysis must be rooted in the evidence provided in the logs and feedback, limiting assumptions to only what can be inferred from the data.","Given the following user feedback and application logs, identify the most likely cause of the application failures. Present your root cause analysis and propose a detailed solution including testing and implementation steps.","A comprehensive root cause analysis report that identifies the main cause of the problem, outlines two alternative causes, and suggests a clear solution with implementation steps. The report should demonstrate reasoning based on provided evidence.",200,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:36.450000"
"696920364e6b02a5d15e7edf","Design a User-Centric Product Improvement Plan","In this challenge, students will analyze an existing product's user experience (UX) and identify key areas for improvement. They will then propose a detailed improvement plan that includes specific changes to design, functionality, and user interface aimed at enhancing overall user satisfaction and problem-solving efficiency.","beginner","product_design",,"Choose a product (e.g., an app, a kitchen appliance, or a website) that you use regularly. Provide a written analysis of at least 300 words identifying at least three specific UX issues and suggest concrete improvements for each. Justify your suggestions with reasoning on how they address user needs and enhance usability.","Select a product like a calendar app. Analyze its UX to identify issues such as complicated navigation, unclear features, or accessibility problems. Propose improvements like a simplified layout, clearer labeling of features, and enhanced accessibility options.","Students should produce a well-structured improvement plan addressing at least three identified UX issues, including justification for why each proposed change would improve the user experience.",100,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:26.079000"
"6969202effe84d06fbca519f","Automating Incident Response with Playbooks","Design an automation framework that streamlines the incident response process for a hypothetical tech company. Students are required to create detailed playbooks for various types of incidents, including data breaches and system outages, and implement automation scripts that can handle initial response activities in real-time, ensuring swift resolution and minimal downtime.","hard","automation",,"Students must provide at least three distinct playbooks and the corresponding automation scripts. The solution should use a chosen automation tool (like Ansible, Puppet, or a custom Python script) and include a flowchart illustrating the processes. The scripts must be functional and cater to predefined incident scenarios.","Create a playbook for responding to a data breach that includes steps for containment, eradication, and recovery, along with corresponding automation scripts to alert the response team and gather logs from affected systems.","A comprehensive set of three incident response playbooks along with functional automation scripts, demonstrated by a scenario where an incident is detected and the automation successfully executes the steps outlined in the playbooks to mitigate the issue.",300,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:18.729000"
"69692027343116c13f947039","Data Validation and Error Handling","In this challenge, you will be tasked with creating a function that processes a list of user inputs and validates their correctness based on specified criteria. Your solution should handle various edge cases and incorporate error handling techniques to manage invalid inputs gracefully while providing informative feedback to users.","intermediate","coding",,"The function must handle at least three different types of input errors: type errors, value errors, and format errors. You must include unit tests that demonstrate the function's robustness against these error types.","Create a function `validate_user_inputs(inputs: List[Any]) -> List[str]` that takes a list of user inputs and returns a list of error messages for invalid inputs. For example, if an input should be an integer greater than zero, handle cases where the input is a string or negative integer accordingly.","The expected solution should include the completed function `validate_user_inputs` with proper input validation logic and error handling, as well as unit tests for various input cases demonstrating successful input validation and appropriate error messages.",200,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:11.715000"
"69692020db23ff4552ce2557","Identifying and Analyzing Technical Issues","In this challenge, students will be presented with a real-world scenario involving a technical issue faced by a fictional company. They will need to identify the main problem, analyze its potential causes, and propose feasible solutions using logical reasoning and critical thinking.","beginner","reasoning",,"Students must identify at least three possible root causes of the problem and provide a minimum of two actionable solutions. Each solution should be justified with logical reasoning.","A software company is experiencing frequent crashes during peak usage hours. Identify the root causes and suggest solutions based on your analysis.","Students should outline the problem, present a clear list of potential causes (e.g., server overload, coding errors, inadequate testing), and offer realistic solutions (e.g., upgrading server capacity, improving code review processes) with reasoning for each solution.",100,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:13:04.196000"
"6969201abd8199315841e28b","Designing a User-Centric Problem-Solving Framework","In this challenge, students must create a comprehensive framework that identifies a technical problem faced by a potential user of a product. They will analyze user needs, define the problem scope, and propose innovative design solutions through user personas and scenarios, culminating in a prototype or conceptual design.","hard","product_design",,"The framework must identify at least three distinct user personas, conduct a root cause analysis for the problem, and include a minimum of two design solutions. The final submission should be presented as a polished pitch using visual aids such as slides or posters.","Consider a common technical issue like difficulty in navigating a new software tool. Create user personas representing different user types (e.g., a tech-savvy millennial vs. a senior non-tech user) and develop a problem-solving framework with proposed solutions tailored to each persona’s needs.","An in-depth framework that showcases understanding of user-centric design practices, including personas, problem analysis, and innovative design solutions presented clearly and effectively.",300,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:12:58.521000"
"6969200e6b57107a2556fe78","Automating Data Quality Checks in Python","In this challenge, you are tasked with developing a Python script that automates the process of validating data integrity in a CSV file. Your script should check for missing values, duplicates, and ensure that the data types are as expected. This exercise will enhance your problem-solving skills by requiring you to identify common data quality issues and provide solutions using automation techniques.","intermediate","automation",,"Your script must utilize at least two libraries (e.g., Pandas and NumPy) and the code should be modular, allowing for easy testing of individual components. Include error handling to manage unexpected data formats.","Write a Python function that takes a file path as input, reads the CSV file, and checks for missing values, duplicates, and correct data types. The function should return a summary report of the findings.","The AI should produce a Python script that can correctly perform data quality checks as described, along with a sample output report of the checks conducted on the CSV file.",200,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:12:46.532000"
"69692003cd7e649c5daee5c8","Basic Bug Fixing Challenge","In this challenge, students will be provided with a simple Python program that contains a few syntax and logical errors. Their task is to identify and fix these bugs to ensure the program runs correctly, demonstrating their understanding of debugging and problem-solving techniques within a coding context.","beginner","coding",,"Students must document each bug they identify and the solution they implemented. The final code should be formatted properly and include comments explaining each key section of the solution.","given the following code:
```
def calculate_area(radius):
  area = 3.14 * radius * radius
  return area

print(calculate_area(5)
```
Identify the errors and fix the code so that it executes without issues and calculates the area of a circle correctly.","The AI should produce corrected code that compiles without errors, like the following:
```
def calculate_area(radius):
  area = 3.14 * radius * radius
  return area

print(calculate_area(5))
```
Additionally, there should be comments explaining the fixes made.",100,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:12:35.413000"
"69691ff9cec2eac7e54a4d31","Diagnosing a Complex System Failure","You are tasked with diagnosing a systemic failure in a fictional company's IT infrastructure. Given a set of symptoms, logs, and performance metrics, identify the root cause of the problem using logical reasoning and problem-solving methods learned in the course. Present a structured approach that includes potential solutions and the reasoning behind them.","hard","reasoning",,"You must use the provided logs and metrics to support your diagnosis. Avoid assumptions and base your conclusions solely on empirical evidence presented. Your report should not exceed 1000 words.","Given the following logs: [insert example logs], the system metrics: [insert metrics], and reported symptoms: [insert symptoms], diagnose the root cause of the failure, and suggest at least three potential solutions along with a rationale for each.","A detailed report that accurately diagnoses the root cause, backs up the findings with the given logs and metrics, and provides three feasible solutions with logical reasoning for each, demonstrating a mastery of analytical and problem-solving skills.",300,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:12:25.939000"
"69691ff321e601cc3a242d28","User-Centric Product Redesign Challenge","In this challenge, you will identify a product that lacks user-friendliness or fails to meet user needs. Conduct a user analysis to determine pain points and propose a redesign that improves usability and satisfaction. Present your findings in a detailed report, including sketches or wireframes of the new design, justifying your changes based on user feedback.","intermediate","product_design",,"Choose a real-world product that you have access to. Utilize feedback from at least five users of the product through surveys or interviews. Your redesign must include at least three major changes and visual elements such as sketches or wireframes. Document your findings and design process in a 5-7 page report.","Identify a product that you believe can be improved. Gather user feedback on its current design by conducting a survey. Based on the feedback, propose a redesign that addresses the issues identified by users, and include visuals to illustrate your proposed enhancements.","A comprehensive report that details the analysis of the initial product, user feedback, proposed redesign, and diagrams. The report should effectively communicate the rationale behind each design choice based on user needs and preferences.",200,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:12:19.215000"
"69691febd4c7e910ee4bb1b4","Automating Incident Reporting","In this challenge, students will develop a simple automation script that supports incident reporting within a fictitious IT company. The script should gather information about incidents (such as type, severity, and timestamp) and automatically populate a report template, enhancing the efficiency of the reporting process and allowing for better analysis of incidents.","beginner","automation",,"Your script must be written in Python and should interface with a mock incident database provided in a text file. The output should be a formatted report in a new text file. The script should have error handling for missing data and should run with sample data provided.","Create a Python script that reads from 'incidents.txt', extracts relevant information, and writes a formatted report to 'incident_report.txt'.","A Python script that successfully automates the extraction and reporting process, producing a reformatted incident report in a specified file, while handling errors properly.",100,true,"Technical Problem Solving & Enablement","69691fbefc241b9cd325ca50",0,0,"ai-generated; course-specific; technical-problem-solving-&-enablement",,"2026-01-15T17:12:11.729000"
